,diagrp,Cause,SOdm,Occupation,Observed,Exp_Adj,PMR_Adj,Lower_Adj,Upper_Adj,Exp_Unadj,PMR_Unadj,Lower_Unadj,Upper_Unadj
25292,142,Duodenal ulcer,144,"Plumbers, Heating & Ventilating Engineers & Related Trades",25,30.15328,82.90971,53.65485,122.391,32.07022,77.95395,50.44774,115.0753
18748,106,Aortic aneurysm,112,Furnace Operatives (metal),23,27.74481,82.89838,52.55037,124.3883,27.26212,84.36614,53.4808,126.5907
18782,106,Aortic aneurysm,151,Jewellery workers,6,7.238121,82.89444,30.42088,180.4267,7.079785,84.74834,31.10123,184.4618
11717,67,Diabetes,144,"Plumbers, Heating & Ventilating Engineers & Related Trades",71,85.65777,82.88799,64.73622,104.5519,90.35577,78.57827,61.37029,99.11575
21439,121,Bronchopneumonia,82,Glass & ceramics furnace workers,9,10.85889,82.88139,37.8989,157.3347,11.21307,80.26344,36.7018,152.365
7646,43,Urothelial cancer,45,Publicans and Bar staff,77,92.90628,82.87922,65.40699,103.5848,83.8479,91.83295,72.47313,114.7754
13585,78,Other alcohol-related diseases,11,School Teachers,25,30.16582,82.87524,53.63255,122.3401,24.13136,103.5996,67.04428,152.9333
15790,90,Chronic rheumatic heart disease,44,Retailers and Dealers,15,18.10156,82.86577,46.37942,136.6744,16.61305,90.29046,50.53497,148.9203
21928,124,Chronic bronchitis and emphysema,28,Physical Scientists & mathematicians,25,30.17556,82.84852,53.61525,122.3007,61.03703,40.95874,26.50637,60.46313
2901,17,Cancer of the liver,6,Sales Managers etc.,41,49.48909,82.84653,59.45209,112.3906,38.15828,107.4472,77.10594,145.7642
25168,142,Duodenal ulcer,10,Teachers in Higher Education,10,12.07171,82.83829,39.72427,152.3429,14.09556,70.94434,34.02065,130.4695
41200,999,Unspecified Group,121,Press Setters & Setter-Operators,10,12.07817,82.79399,39.70303,152.2615,12.0762,82.8075,39.7095,152.2863
9095,52,Non-Hodgkin's lymphoma,46,Caterers,26,31.41204,82.77082,54.06876,121.2784,29.12559,89.26857,58.31332,130.7991
9455,54,Myeloma,44,Retailers and Dealers,40,48.32768,82.7683,59.13091,112.7068,41.86118,95.55393,68.26517,130.1172
18428,104,Sub-arachnoid haemorrhage,164,"Packers, Sorters and Testers",20,24.16451,82.76601,50.55555,127.8255,26.7536,74.75629,45.66301,115.4551
19139,108,Peripheral valve disease,145,Sheet Metal Workers,16,19.33191,82.76471,47.30727,134.4047,18.87134,84.78465,48.46184,137.685
28900,162,Urinary infections,129,"Tool Makers, Tool Fitters & Markers-Out",7,8.458353,82.75843,33.27362,170.5143,9.049332,77.35378,31.10064,159.3786
15146,86,Multiple sclerosis,132,Production fitters,15,18.12549,82.75636,46.31818,136.4939,20.29702,73.90246,41.36271,121.8908
2126,12,Cancer of oesophagus,146,"Metal Plate Workers, Shipwrights, Riveters",40,48.34158,82.74451,59.11391,112.6744,46.81341,85.44559,61.04361,116.3525
2865,16,Cancer of the rectum,168,Roofers and Glaziers,16,19.33726,82.74183,47.29419,134.3676,19.66732,81.35323,46.50049,132.1126
24492,138,Pulmonary fibrosis,58,Security Workers,18,21.75541,82.73805,49.03563,130.762,20.07186,89.67778,53.14853,141.7298
2158,12,Cancer of oesophagus,185,Bus Conductors and Drivers' Mates,13,15.71966,82.699,44.03404,141.4178,17.23311,75.43618,40.16687,128.9982
19015,108,Peripheral valve disease,11,School Teachers,27,32.65042,82.6942,54.49609,120.3158,40.02606,67.45606,44.45404,98.14507
18689,106,Aortic aneurysm,47,Farmers,573,692.9628,82.68842,76.05577,89.74459,688.9214,83.17349,76.50193,90.27106
4255,24,Cancer of the bronchus,98,Tailors & Dressmakers,84,101.6088,82.66997,65.94081,102.351,93.79793,89.55421,71.43196,110.8742
2298,13,Cancer of the stomach,136,Production Fitters (electrical/electronic),10,12.09859,82.65428,39.63604,152.0045,11.31754,88.35844,42.37141,162.4947
2239,13,Cancer of the stomach,68,Leather & shoe workers,35,42.36816,82.6092,57.54037,114.8893,39.53685,88.525,61.66095,123.1168
22213,125,Asthma,142,Other Electrical/Electronic Trades nes,6,7.263348,82.60654,30.31522,179.8,7.773319,77.1871,28.32638,168.0042
6917,39,Cancer of the prostate,40,"Managers in Transport, Mining and Energy Industries",285,345.0429,82.59843,73.2851,92.76653,277.0824,102.8575,91.25985,115.5195
9219,52,Non-Hodgkin's lymphoma,187,Crane Drivers,20,24.21499,82.59347,50.45015,127.559,26.3185,75.99218,46.41792,117.3638
20901,118,Pneumoccal and unspecified lobar pneumonia,88,Other coal miners,43,52.07291,82.57653,59.76102,111.23,46.05182,93.37307,67.57452,125.7729
18779,106,Aortic aneurysm,147,Steel Erectors,49,59.3444,82.56887,61.08495,109.1604,58.19374,84.20149,62.29278,111.3188
2127,12,Cancer of oesophagus,147,Steel Erectors,31,37.54661,82.56405,56.09828,117.193,36.23421,85.5545,58.13015,121.4377
5305,30,Melanoma of skin,57,Sales Representatives,23,27.86508,82.5406,52.32356,123.8514,21.77869,105.6078,66.94618,158.4636
4225,24,Cancer of the bronchus,63,Railway Station Staff,284,344.1422,82.52403,73.20321,92.70189,316.7722,89.65432,79.52814,100.7116
9216,52,Non-Hodgkin's lymphoma,184,Other motor drivers,29,35.14644,82.51192,55.25965,118.5008,38.04071,76.23411,51.0553,109.4848
4294,24,Cancer of the bronchus,142,Other Electrical/Electronic Trades nes,378,458.1888,82.49875,74.39024,91.24953,432.6874,87.361,78.77459,96.62753
16430,93,Pulmonary embolism and phlebitis,153,Coach & Vehicle Body Builders,6,7.273675,82.48925,30.27218,179.5447,7.670182,78.225,28.70727,170.2632
2207,13,Cancer of the stomach,36,Seafarers,73,88.50937,82.47715,64.64886,103.7026,85.41447,85.46561,66.99135,107.4601
20947,118,Pneumoccal and unspecified lobar pneumonia,143,Electrical Engineers (not professional),9,10.91279,82.47207,37.71173,156.5576,11.06158,81.36269,37.20445,154.4517
9441,54,Myeloma,30,Other Professional Engineers,64,77.60655,82.46727,63.50985,105.3089,52.95688,120.853,93.07156,154.3267
3034,17,Cancer of the liver,149,Welding Trades,22,26.69372,82.41639,51.64997,124.7795,29.65811,74.1787,46.48745,112.3076
4285,24,Cancer of the bronchus,130,Precision Instrument Makers & Repairers,198,240.3834,82.36842,71.29141,94.67645,221.9471,89.21046,77.21332,102.5409
41205,999,Unspecified Group,126,Metal Polishers,40,48.57502,82.34685,58.82983,112.1329,48.57117,82.35337,58.83448,112.1418
2998,17,Cancer of the liver,108,Woodworking Machine Operatives,6,7.286462,82.34449,30.21906,179.2296,8.090295,74.16293,27.21656,161.4218
28784,162,Urinary infections,6,Sales Managers etc.,11,13.35852,82.34444,41.10634,147.3367,13.81333,79.63323,39.75291,142.4856
9159,52,Non-Hodgkin's lymphoma,116,"Moulders, Core Makers, Die Casters",10,12.14565,82.33401,39.48246,151.4156,13.21581,75.66695,36.28533,139.1545
28838,162,Urinary infections,60,Other Service Personnel,30,36.43756,82.33263,55.54955,117.535,34.75478,86.31905,58.23917,123.2259
11705,67,Diabetes,129,"Tool Makers, Tool Fitters & Markers-Out",43,52.23264,82.324,59.57826,110.8898,54.9121,78.30697,56.67112,105.4789
20609,116,Acute bronchitis,174,Other Construction Workers,6,7.289238,82.31313,30.20755,179.1614,6.331013,94.77157,34.77959,206.2782
880,5,Septicaemia,174,Other Construction Workers,18,21.86911,82.30788,48.78068,130.0821,22.49503,80.01766,47.42336,126.4626
11727,67,Diabetes,160,Painters & Decorators,103,125.1806,82.28112,67.14902,99.79527,131.9777,78.04348,63.69072,94.65562
17689,100,Aortic valve disorders,143,Electrical Engineers (not professional),13,15.79993,82.27886,43.81033,140.6994,16.57805,78.41693,41.754,134.0954
15785,90,Chronic rheumatic heart disease,39,Managers in Construction,6,7.292847,82.27239,30.1926,179.0727,6.524278,91.9642,33.74933,200.1677
2726,16,Cancer of the rectum,12,"Vocational Trainers, Social Scientists etc.",24,29.17947,82.2496,52.69903,122.3809,28.57199,83.99835,53.81949,124.9829
15804,90,Chronic rheumatic heart disease,58,Security Workers,20,24.3167,82.24799,50.23913,127.0254,23.60561,84.72564,51.75254,130.852
13540,77,Dementia,163,Assemblers/Lineworkers (vehicles & other metal goods),14,17.02647,82.22489,44.95294,137.9593,18.16167,77.0854,42.14314,129.3361
20825,118,Pneumoccal and unspecified lobar pneumonia,11,School Teachers,11,13.37887,82.21922,41.04383,147.1126,16.6624,66.01692,32.95565,118.1223
2729,16,Cancer of the rectum,15,Doctors,22,26.76031,82.2113,51.52145,124.469,25.53895,86.14293,53.98538,130.4216
19117,108,Peripheral valve disease,120,Other Metal Manufacturers,21,25.56377,82.14751,50.85049,125.5711,21.33752,98.41821,60.92228,150.4425
19155,108,Peripheral valve disease,168,Roofers and Glaziers,8,9.738689,82.14658,35.46473,161.8616,8.813408,90.77079,39.18802,178.8548
3032,17,Cancer of the liver,147,Steel Erectors,8,9.743787,82.1036,35.44618,161.7769,10.81281,73.98629,31.94173,145.7826
2286,13,Cancer of the stomach,122,"Centre, Capstan, Turret & Other Lathe Setters & Setter-Oper",40,48.72464,82.09399,58.64918,111.7886,45.41353,88.07948,62.9253,119.9392
25093,141,Gastric ulcer,123,Machine Tool Setter Operators,8,9.745941,82.08546,35.43834,161.7412,9.290353,86.11083,37.1762,169.6728
14697,84,Parkinson's disease,37,Other Technicians,14,17.05696,82.07793,44.87259,137.7127,13.41063,104.3948,57.0734,175.1566
7690,43,Urothelial cancer,93,Plastic goods makers,13,15.84319,82.0542,43.69071,140.3152,16.77362,77.50267,41.26719,132.532
18504,105,Other cerebrovascular disease,43,"Fishmongers, Poultry Dressers",15,18.28294,82.0437,45.91931,135.3185,18.6418,80.46432,45.03535,132.7136
2704,15,Cancer of the colon,188,Fork Lift & Mechanical Truck Drivers,60,73.15636,82.01611,62.58691,105.571,77.15543,77.76511,59.34294,100.0991
9467,54,Myeloma,56,Roundsmen/women & Van Salespersons,8,9.756387,81.99757,35.4004,161.568,10.84275,73.78205,31.85356,145.3802
22046,124,Chronic bronchitis and emphysema,162,Other Assemblers/Lineworkers nes,26,31.71024,81.99245,53.56031,120.1379,27.14139,95.79464,62.57637,140.3613
1572,9,Cancer of the oral cavity,133,"Motor Mechanics, Auto Engineers (including road patrol engi",11,13.41786,81.98028,40.92455,146.6851,13.40381,82.0662,40.96745,146.8388
11648,67,Diabetes,65,Forestry Workers,6,7.319356,81.97443,30.08325,178.4242,7.473708,80.28143,29.46195,174.7392
40454,226,Suicide,97,Printers,10,12.20122,81.95904,39.30264,150.726,13.24649,75.49171,36.2013,138.8323
25891,146,Appendicitis,9,Other Administrators,8,9.763523,81.93763,35.37452,161.4499,7.604272,105.204,45.41921,207.294
7905,44,Cancer of the kidney (except pelvis),130,Precision Instrument Makers & Repairers,11,13.42545,81.93394,40.90142,146.6022,14.42494,76.25684,38.06741,136.4443
40768,228,Injury undetermined as accidental or purposef,44,Retailers and Dealers,7,8.543698,81.93174,32.94124,168.811,9.01895,77.61436,31.20541,159.9155
20461,116,Acute bronchitis,9,Other Administrators,9,10.98589,81.92329,37.46079,155.5159,14.99892,60.00431,27.43797,113.9069
21367,121,Bronchopneumonia,10,Teachers in Higher Education,62,75.71633,81.88458,62.78038,104.9723,92.0122,67.38237,51.66163,86.38116
13402,77,Dementia,9,Other Administrators,134,163.65,81.88205,68.59885,96.98121,152.8141,87.68822,73.46313,103.858
17594,100,Aortic valve disorders,38,Production and maintenance managers,46,56.18334,81.8748,59.94268,109.2096,51.05283,90.10275,65.96657,120.1845
24599,138,Pulmonary fibrosis,182,Bus & Coach Drivers,7,8.54995,81.87183,32.91715,168.6875,8.838873,79.19562,31.84116,163.1735
15031,86,Multiple sclerosis,9,Other Administrators,26,31.76324,81.85564,53.47094,119.9374,25.85229,100.5714,65.6967,147.3603
6936,39,Cancer of the prostate,59,Cooks and Kitchen Porters,76,92.85245,81.85029,64.48876,102.4478,102.1874,74.37316,58.59764,93.08907
2550,15,Cancer of the colon,17,Nurses,35,42.76933,81.83435,57.00066,113.8117,35.99046,97.24799,67.73684,135.2483
16436,93,Pulmonary embolism and phlebitis,163,Assemblers/Lineworkers (vehicles & other metal goods),29,35.44098,81.82618,54.8004,117.5159,33.50719,86.54859,57.96309,124.2981
21479,121,Bronchopneumonia,129,"Tool Makers, Tool Fitters & Markers-Out",106,129.5661,81.81149,66.96973,98.95379,133.8325,79.2035,64.83486,95.79933
25273,142,Duodenal ulcer,122,"Centre, Capstan, Turret & Other Lathe Setters & Setter-Oper",7,8.556336,81.81071,32.89258,168.5616,9.040024,77.43343,31.13266,159.5427
8280,46,Cancer of the brain,146,"Metal Plate Workers, Shipwrights, Riveters",12,14.67271,81.78447,42.2594,142.8611,16.45857,72.91033,37.67398,127.3598
2338,13,Cancer of the stomach,184,Other motor drivers,81,99.04198,81.7835,64.94791,101.6494,92.72922,87.35111,69.3694,108.5695
3309,19,Cancer of the pancreas,52,Hairdressers,9,11.00549,81.7774,37.39408,155.239,10.7232,83.93015,38.37846,159.3255
41177,999,Unspecified Group,96,Printing Machine Minders & Assistants,64,78.26231,81.77627,62.97769,104.4265,78.25546,81.78342,62.98321,104.4356
4291,24,Cancer of the bronchus,139,Telephone Fitters,203,248.391,81.726,70.8668,93.77621,228.739,88.74744,76.95528,101.8329
40354,225,Other accidents,190,Storekeepers & warehousemen/women,16,19.58384,81.7,46.6987,132.6757,20.50434,78.03227,44.60227,126.7195
28589,160,Glomerulonephritis,190,Storekeepers & warehousemen/women,7,8.569377,81.68623,32.84253,168.3051,9.385243,74.58517,29.9875,153.6742
40519,226,Suicide,174,Other Construction Workers,33,40.39958,81.68401,56.22756,114.7148,38.50652,85.69978,58.99183,120.3544
10356,59,Chronic myeloid leukaemia,40,"Managers in Transport, Mining and Energy Industries",7,8.570172,81.67863,32.83948,168.2895,8.007856,87.41416,35.14549,180.1069
31551,177,Rheumatoid arthritis,58,Security Workers,9,11.02031,81.66742,37.34379,155.0302,11.95293,75.29536,34.43006,142.934
41156,999,Unspecified Group,70,Spinners and Winders,21,25.71803,81.65479,50.54548,124.8179,26.08686,80.50029,49.83083,123.0531
27429,154,Peritonitis,104,Carpenters & Joiners,6,7.349502,81.63819,29.95985,177.6923,6.821958,87.95129,32.27666,191.4333
21687,122,Unspecified pneumonia,165,"Bricklayers, Masons",35,42.87694,81.62896,56.8576,113.5261,44.19768,79.18968,55.15855,110.1336
22390,126,Bronchiectasis,137,"Electricians, Electrical Maintenance Fitters",10,12.25579,81.59409,39.12763,150.0548,12.29885,81.30839,38.99062,149.5294
4330,24,Cancer of the bronchus,185,Bus Conductors and Drivers' Mates,98,120.1419,81.57023,66.22263,99.40797,110.5926,88.61351,71.9407,107.9915
9569,54,Myeloma,175,"Face Trained Coalmining Workers, Shotfireres & Deputies",9,11.03507,81.55819,37.29384,154.8228,12.39486,72.61075,33.20247,137.8378
4303,24,Cancer of the bronchus,153,Coach & Vehicle Body Builders,79,96.89088,81.53502,64.552,101.617,89.3077,88.45821,70.03316,110.2454
17769,101,Other cardiomyopathies,32,Laboratory Technicians,6,7.359141,81.53126,29.92061,177.4596,6.336227,94.69358,34.75097,206.1085
2741,16,Cancer of the rectum,27,Chemical Engineers and Scientists,18,22.07975,81.52266,48.31531,128.8411,20.99502,85.73463,50.81158,135.4979
18625,105,Other cerebrovascular disease,181,Road transport inspectors,50,61.34845,81.50166,60.49216,107.4498,62.58298,79.89393,59.29887,105.3302
2629,15,Cancer of the colon,101,Upholsterers,16,19.63422,81.49039,46.57889,132.3353,20.67529,77.38706,44.23348,125.6718
28383,159,Pancreatitis,164,"Packers, Sorters and Testers",11,13.50432,81.45543,40.66255,145.746,14.70208,74.81937,37.34983,133.8723
24616,139,Fibrosing alveolitis,1,Lawyers,6,7.366822,81.44625,29.88942,177.2746,5.661674,105.9757,38.89133,230.665
7890,44,Cancer of the kidney (except pelvis),114,Smiths & Forge Workers,6,7.370648,81.40397,29.8739,177.1825,7.938608,75.58,27.7366,164.5062
13545,77,Dementia,169,"Builders, Building Contractors",35,42.99793,81.39928,56.69762,113.2066,45.11791,77.57451,54.03353,107.8873
40897,228,Injury undetermined as accidental or purposef,190,Storekeepers & warehousemen/women,17,20.88481,81.39889,47.41772,130.3273,19.51577,87.10906,50.7441,139.4698
35703,200,Fall on stairs,47,Farmers,14,17.20365,81.37806,44.48997,136.5384,18.42239,75.99446,41.54671,127.5057
22063,124,Chronic bronchitis and emphysema,180,Railway engine drivers,156,191.8107,81.33017,69.06338,95.14358,176.4179,88.42641,75.08931,103.4451
21655,122,Unspecified pneumonia,124,Machine Tool Operatives (including CNC machine tool operati,121,148.8231,81.30458,67.45606,97.1525,138.4377,87.40393,72.51652,104.4407
2077,12,Cancer of oesophagus,88,Other coal miners,227,279.2186,81.29831,71.06348,92.59152,301.2177,75.36077,65.87344,85.82919
10292,58,Acute myeloid leukaemia,174,Other Construction Workers,27,33.21673,81.28435,53.56699,118.2645,45.11904,59.84169,39.43612,87.06656
21548,122,Unspecified pneumonia,10,Teachers in Higher Education,17,20.91574,81.27848,47.34758,130.1345,22.99714,73.92225,43.06232,118.3565
40403,226,Suicide,41,General and office managers,21,25.84639,81.24927,50.29446,124.198,24.02107,87.42324,54.11623,133.6356
10106,57,Chronic lymphatic leukaemia,169,"Builders, Building Contractors",15,18.46193,81.24829,45.47413,134.0066,20.36913,73.64083,41.21628,121.4593
7660,43,Urothelial cancer,59,Cooks and Kitchen Porters,35,43.08643,81.23208,56.58116,112.9741,44.05789,79.44093,55.33356,110.483
2882,16,Cancer of the rectum,185,Bus Conductors and Drivers' Mates,11,13.54475,81.2123,40.54118,145.3109,13.76875,79.89103,39.8816,142.9468
21436,121,Bronchopneumonia,79,Paper manufacturers,22,27.09076,81.2085,50.893,122.9508,27.96264,78.6764,49.30614,119.1171
41150,999,Unspecified Group,64,Undertakers,24,29.56059,81.18919,52.0196,120.8031,29.6966,80.81734,51.78136,120.2498
9228,52,Non-Hodgkin's lymphoma,197,Other Transport and Machine Operatives,38,46.81591,81.169,57.44009,111.4109,53.86749,70.54348,49.92084,96.82649
3114,18,Cancer of the gall bladder,38,Production and maintenance managers,13,16.02156,81.14064,43.20427,138.753,13.83404,93.97107,50.03598,160.6934
2575,15,Cancer of the colon,42,Butchers,75,92.45201,81.12317,63.80856,101.6885,90.32137,83.03683,65.31377,104.0873
16463,93,Pulmonary embolism and phlebitis,191,Dockers and Goods Porters,46,56.71493,81.10739,59.38084,108.186,52.23883,88.05711,64.4689,117.4559
32390,181,Motor vehicle traffic accidents,190,Storekeepers & warehousemen/women,29,35.75611,81.10501,54.31742,116.4802,35.41438,81.88763,54.84156,117.6042
22060,124,Chronic bronchitis and emphysema,177,Railway guards,80,98.65057,81.09431,64.30272,100.9289,90.7338,88.17001,69.91331,109.7352
10165,58,Acute myeloid leukaemia,30,Other Professional Engineers,46,56.72827,81.08832,59.36687,108.1605,35.52411,129.4895,94.80266,172.721
25035,141,Gastric ulcer,58,Security Workers,19,23.43392,81.07904,48.8147,126.6152,21.58415,88.02755,52.99814,137.4661
21487,121,Bronchopneumonia,140,"Cable Jointers, Lines Repairers",18,22.20553,81.06089,48.04164,128.1113,22.92951,78.50146,46.52476,124.0663
28533,160,Glomerulonephritis,124,Machine Tool Operatives (including CNC machine tool operati,8,9.869962,81.05401,34.99304,159.7088,10.84955,73.73579,31.83358,145.289
32361,181,Motor vehicle traffic accidents,160,Painters & Decorators,16,19.74038,81.05214,46.32839,131.6236,23.24545,68.83067,39.34275,111.7767
4014,23,Cancer of the larynx,33,Architects and Surveyors,6,7.402977,81.04848,29.74344,176.4088,11.33771,52.92075,19.42103,115.1864
5233,29,Cancer of soft tissue,183,Lorry drivers,24,29.63406,80.98789,51.89063,120.5036,31.62125,75.89833,48.62964,112.9307
13433,77,Dementia,40,"Managers in Transport, Mining and Energy Industries",37,45.6878,80.98442,57.02047,111.6263,42.64011,86.77276,61.09599,119.6048
22419,126,Bronchiectasis,174,Other Construction Workers,15,18.52376,80.97707,45.32233,133.5593,16.73972,89.60722,50.15256,147.7934
28814,162,Urinary infections,36,Seafarers,6,7.409849,80.9733,29.71585,176.2451,7.523527,79.74983,29.26686,173.5822
21646,122,Unspecified pneumonia,114,Smiths & Forge Workers,6,7.410335,80.96799,29.71391,176.2336,7.642463,78.50873,28.81139,170.8808
747,5,Septicaemia,24,Literary and Artistic Occupations,9,11.11596,80.96465,37.02243,153.6961,9.768211,92.1356,42.13054,174.902
16124,92,Ischaemic heart disease,16,Dentists,100,123.5741,80.92313,65.83034,98.42992,125.3882,79.7523,64.87787,97.00579
15895,90,Chronic rheumatic heart disease,165,"Bricklayers, Masons",10,12.35757,80.92204,38.80535,148.8188,13.46271,74.27923,35.61986,136.6025
21970,124,Chronic bronchitis and emphysema,70,Spinners and Winders,20,24.71938,80.90816,49.42073,124.9562,21.27475,94.00814,57.42252,145.188
16395,93,Pulmonary embolism and phlebitis,112,Furnace Operatives (metal),7,8.65351,80.89203,32.52322,166.6688,9.121816,76.73911,30.8535,158.1122
17903,101,Other cardiomyopathies,183,Lorry drivers,77,95.1962,80.88558,63.83364,101.0931,99.98483,77.01168,60.77642,96.2514
18337,104,Sub-arachnoid haemorrhage,57,Sales Representatives,23,28.43844,80.87646,51.26864,121.3544,26.92865,85.41089,54.14308,128.1583
2236,13,Cancer of the stomach,65,Forestry Workers,12,14.84205,80.85139,41.77726,141.2312,13.52831,88.70287,45.83425,154.9462
17596,100,Aortic valve disorders,40,"Managers in Transport, Mining and Energy Industries",29,35.89104,80.80012,54.11323,116.0423,32.54547,89.1061,59.67589,127.9711
29445,165,Hyperplasia of prostate,132,Production fitters,11,13.61487,80.79403,40.33238,144.5626,13.56742,81.07655,40.47342,145.0681
41175,999,Unspecified Group,93,Plastic goods makers,72,89.15485,80.75836,63.18848,101.7018,90.34903,79.69096,62.3533,100.3576
16142,92,Ischaemic heart disease,34,Aircraft Flight Deck Officers,124,153.5644,80.74787,67.15402,96.27879,150.5861,82.34489,68.48219,98.18298
21996,124,Chronic bronchitis and emphysema,101,Upholsterers,48,59.46237,80.72331,59.51898,107.0273,54.75222,87.66767,64.6392,116.2346
13437,77,Dementia,44,Retailers and Dealers,34,42.12179,80.71832,55.89981,112.7958,40.50174,83.94701,58.13577,117.3075
11624,67,Diabetes,41,General and office managers,76,94.18206,80.69477,63.57835,101.0015,94.82757,80.14547,63.14556,100.314
7821,44,Cancer of the kidney (except pelvis),39,Managers in Construction,22,27.27215,80.66837,50.5545,122.133,22.68498,96.98045,60.77721,146.8297
13615,78,Other alcohol-related diseases,41,General and office managers,31,38.43636,80.6528,54.79968,114.4801,30.72548,100.8934,68.55222,143.2101
3401,19,Cancer of the pancreas,160,Painters & Decorators,115,142.591,80.65027,66.57595,96.81273,153.8526,74.74685,61.70274,89.72625
22061,124,Chronic bronchitis and emphysema,178,Railway signal workers,47,58.27989,80.64532,59.25509,107.2411,53.60303,87.68161,64.42509,116.5979
2412,14,Cancer of the small intestine,60,Other Service Personnel,6,7.440023,80.64491,29.59534,175.5304,9.093526,65.98101,24.21393,143.6132
6920,39,Cancer of the prostate,43,"Fishmongers, Poultry Dressers",7,8.680591,80.63967,32.42175,166.1488,9.052553,77.32625,31.08957,159.3219
28911,162,Urinary infections,143,Electrical Engineers (not professional),6,7.442663,80.61631,29.58484,175.4681,7.944136,75.52741,27.7173,164.3917
11738,67,Diabetes,172,Sewage plant attendants,9,11.16805,80.58704,36.84977,152.9793,10.05566,89.50181,40.92619,169.9023
3427,19,Cancer of the pancreas,187,Crane Drivers,31,38.46959,80.58313,54.75234,114.3813,41.53325,74.63898,50.71358,105.944
19156,108,Peripheral valve disease,169,"Builders, Building Contractors",46,57.09428,80.56849,58.98629,107.4672,56.097,82.00082,60.03493,109.3777
22008,124,Chronic bronchitis and emphysema,114,Smiths & Forge Workers,61,75.74372,80.53473,61.60273,103.4503,69.7495,87.45582,66.89682,112.3407
8686,48,Cancer of the thyroid,198,Other Labourers,11,13.66236,80.51317,40.19217,144.06,17.15426,64.12402,32.01071,114.7354
22031,124,Chronic bronchitis and emphysema,141,"Radio, TV & Video Engineers",50,62.10346,80.51082,59.75674,106.1435,57.18392,87.43716,64.89761,115.2751
5392,30,Melanoma of skin,160,Painters & Decorators,19,23.59992,80.50874,48.47134,125.7246,27.0859,70.14719,42.23304,109.5437
26116,147,Inguinal hernia,53,Office Workers and Cashiers,14,17.39023,80.50496,44.01264,135.0735,15.35578,91.1709,49.84378,152.9691
2841,16,Cancer of the rectum,136,Production Fitters (electrical/electronic),6,7.453824,80.4956,29.54054,175.2054,7.414218,80.9256,29.69835,176.1413
21954,124,Chronic bronchitis and emphysema,54,"Postal Workers, Mail Sorters",482,598.8835,80.4831,73.45741,87.99937,514.3914,93.70296,85.52325,102.4538
18798,106,Aortic aneurysm,173,"Mains & Service Pipe Layers, Pipe Jointers",20,24.85006,80.48269,49.16084,124.2991,27.25677,73.37627,44.82006,113.3238
21555,122,Unspecified pneumonia,17,Nurses,7,8.69805,80.47781,32.35668,165.8153,10.27235,68.1441,27.39782,140.4031
8515,48,Cancer of the thyroid,9,Other Administrators,13,16.15375,80.47665,42.85072,137.6176,13.11587,99.1166,52.77578,169.4924
2806,16,Cancer of the rectum,97,Printers,50,62.13522,80.46967,59.7262,106.0893,61.77212,80.94267,60.07726,106.7129
20874,118,Pneumoccal and unspecified lobar pneumonia,60,Other Service Personnel,48,59.65267,80.46581,59.32911,106.6859,48.83873,98.28265,72.46585,130.3085
16426,93,Pulmonary embolism and phlebitis,147,Steel Erectors,15,18.64357,80.45669,45.03107,132.701,19.68749,76.19053,42.64333,125.6646
9998,57,Chronic lymphatic leukaemia,44,Retailers and Dealers,16,19.89031,80.44118,45.97918,130.6315,18.01994,88.79052,50.75155,144.1903
7637,43,Urothelial cancer,36,Seafarers,46,57.20413,80.41378,58.87302,107.2608,57.4979,80.00292,58.57223,106.7128
15845,90,Chronic rheumatic heart disease,104,Carpenters & Joiners,18,22.40668,80.3332,47.61036,126.9613,24.25906,74.19907,43.9749,117.2667
15967,91,Hypertensive disease,40,"Managers in Transport, Mining and Energy Industries",39,48.5538,80.32327,57.11767,109.8046,47.34899,82.36712,58.57105,112.5986
7042,39,Cancer of the prostate,182,Bus & Coach Drivers,127,158.1762,80.29021,66.92686,95.53359,164.5138,77.19719,64.34863,91.85336
21427,121,Bronchopneumonia,70,Spinners and Winders,8,9.965303,80.27854,34.65825,158.1808,9.368623,85.39142,36.86561,168.2552
25196,142,Duodenal ulcer,38,Production and maintenance managers,39,48.58166,80.27721,57.08492,109.7416,54.14836,72.02435,51.21632,98.45968
3302,19,Cancer of the pancreas,45,Publicans and Bar staff,75,93.43343,80.27106,63.13832,100.6204,80.21146,93.50285,73.54597,117.2066
2607,15,Cancer of the colon,74,Other Textile Processing Operatives,16,19.93361,80.26645,45.8793,130.3477,22.159,72.20541,41.27171,117.2571
14719,84,Parkinson's disease,59,Cooks and Kitchen Porters,9,11.21301,80.26392,36.70201,152.3659,13.03825,69.02769,31.56406,131.036
29438,165,Hyperplasia of prostate,124,Machine Tool Operatives (including CNC machine tool operati,10,12.46626,80.21653,38.46704,147.5214,11.83229,84.51451,40.52809,155.4256
28060,158,Cholelithiasis and cholecystitis,6,Sales Managers etc.,8,9.973223,80.21479,34.63073,158.0552,9.614125,83.21091,35.92423,163.9588
4022,23,Cancer of the larynx,41,General and office managers,18,22.44019,80.21323,47.53926,126.7717,24.59538,73.18449,43.3736,115.6632
2282,13,Cancer of the stomach,117,Electroplater,9,11.22055,80.20998,36.67735,152.2635,10.48146,85.86589,39.26361,163.0002
25052,141,Gastric ulcer,75,Chemical workers,9,11.22777,80.15839,36.65376,152.1656,10.31144,87.28166,39.91099,165.6877
