Race,Sex,Age Group,Occupation,Cause of Death (ICD),PMR,Deaths,Significance level,Lower 95% CI,Upper 95% CI
,,,"[0]833-834, [8]745, [9]745",[0]C45,,,,,
B,F,65-90,PRESSING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]831, [8]747, [9]747",[0]C45,,,,,
B,M,65-90,PRESSING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]831, [8]747, [9]747",[0]C45,,,,,
W,F,65-90,PRESSING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]831, [8]747, [9]747",[0]C45,,,,,
W,M,65-90,PRESSING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]831, [8]747, [9]747",[0]C45,,,,,
B,F,65-90,LAUNDERING & DRY CLEANING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]830, [8]748, [9]748",[0]C45,,,,,
B,M,65-90,LAUNDERING & DRY CLEANING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]830, [8]748, [9]748",[0]C45,,,,,
W,F,65-90,LAUNDERING & DRY CLEANING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]830, [8]748, [9]748",[0]C45,,,,,
W,M,65-90,LAUNDERING & DRY CLEANING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]830, [8]748, [9]748",[0]C45,,,,,
B,F,65-90,TEXTILE BLEACHING & DYING OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]836, 846, [8]749, [9]749",[0]C45,,,,,
B,M,65-90,TEXTILE BLEACHING & DYING OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]836, 846, [8]749, [9]749",[0]C45,,,,,
W,F,65-90,TEXTILE BLEACHING & DYING OPERATORS,MN MESOTHELIOMA (no codes before 1999),290,<5,,7,1616
,,,"[0]836, 846, [8]749, [9]749",[0]C45,,,,,
W,M,65-90,TEXTILE BLEACHING & DYING OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]836, 846, [8]749, [9]749",[0]C45,,,,,
B,F,65-90,ALL OTHER PRODUCTION OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]441, 783, 785, 792, 804, 843, 855, 864-865, 871-873, 876, 880-886, 890-894, 896, [8]753-779, [9]753-779",[0]C45,,,,,
B,M,65-90,ALL OTHER PRODUCTION OPERATORS,MN MESOTHELIOMA (no codes before 1999),260,<5,,54,760
,,,"[0]441, 783, 785, 792, 804, 843, 855, 864-865, 871-873, 876, 880-886, 890-894, 896, [8]753-779, [9]753-779",[0]C45,,,,,
W,F,65-90,ALL OTHER PRODUCTION OPERATORS,MN MESOTHELIOMA (no codes before 1999),201,7,,81,414
,,,"[0]441, 783, 785, 792, 804, 843, 855, 864-865, 871-873, 876, 880-886, 890-894, 896, [8]753-779, [9]753-779",[0]C45,,,,,
W,M,65-90,ALL OTHER PRODUCTION OPERATORS,MN MESOTHELIOMA (no codes before 1999),111,32,,76,156
,,,"[0]441, 783, 785, 792, 804, 843, 855, 864-865, 871-873, 876, 880-886, 890-894, 896, [8]753-779, [9]753-779",[0]C45,,,,,
B,F,65-90,CEMENTING & GLUING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]885, [8]753, [9]753",[0]C45,,,,,
B,M,65-90,CEMENTING & GLUING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]885, [8]753, [9]753",[0]C45,,,,,
W,F,65-90,CEMENTING & GLUING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]885, [8]753, [9]753",[0]C45,,,,,
W,M,65-90,CEMENTING & GLUING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]885, [8]753, [9]753",[0]C45,,,,,
B,F,65-90,PACKAGING & FILLING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]880, [8]754, [9]754",[0]C45,,,,,
B,M,65-90,PACKAGING & FILLING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]880, [8]754, [9]754",[0]C45,,,,,
W,F,65-90,PACKAGING & FILLING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),174,<5,,4,972
,,,"[0]880, [8]754, [9]754",[0]C45,,,,,
W,M,65-90,PACKAGING & FILLING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]880, [8]754, [9]754",[0]C45,,,,,
B,F,65-90,EXTRUDING & FORMING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]792, 843, 872, [8]755, [9]755",[0]C45,,,,,
B,M,65-90,EXTRUDING & FORMING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]792, 843, 872, [8]755, [9]755",[0]C45,,,,,
W,F,65-90,EXTRUDING & FORMING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]792, 843, 872, [8]755, [9]755",[0]C45,,,,,
W,M,65-90,EXTRUDING & FORMING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]792, 843, 872, [8]755, [9]755",[0]C45,,,,,
B,F,65-90,MIXING & BLENDING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]865, [8]756, [9]756",[0]C45,,,,,
B,M,65-90,MIXING & BLENDING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]865, [8]756, [9]756",[0]C45,,,,,
W,F,65-90,MIXING & BLENDING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]865, [8]756, [9]756",[0]C45,,,,,
W,M,65-90,MIXING & BLENDING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),459,5,p<0.05,149,1072
,,,"[0]865, [8]756, [9]756",[0]C45,,,,,
B,F,65-90,"SEPARATING, FILTERING, & CLARIFYING MACHINE OPERATORS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]864, [8]757, [9]757",[0]C45,,,,,
B,M,65-90,"SEPARATING, FILTERING, & CLARIFYING MACHINE OPERATORS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]864, [8]757, [9]757",[0]C45,,,,,
W,F,65-90,"SEPARATING, FILTERING, & CLARIFYING MACHINE OPERATORS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]864, [8]757, [9]757",[0]C45,,,,,
W,M,65-90,"SEPARATING, FILTERING, & CLARIFYING MACHINE OPERATORS",MN MESOTHELIOMA (no codes before 1999),55,<5,,1,308
,,,"[0]864, [8]757, [9]757",[0]C45,,,,,
B,F,65-90,COMPRESSING & COMPACTING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]872, [8]758, [9]758",[0]C45,,,,,
B,M,65-90,COMPRESSING & COMPACTING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]872, [8]758, [9]758",[0]C45,,,,,
W,F,65-90,COMPRESSING & COMPACTING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]872, [8]758, [9]758",[0]C45,,,,,
W,M,65-90,COMPRESSING & COMPACTING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]872, [8]758, [9]758",[0]C45,,,,,
B,F,65-90,PAINTING & PAINT SPRAYING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]881, [8]759, [9]759",[0]C45,,,,,
B,M,65-90,PAINTING & PAINT SPRAYING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]881, [8]759, [9]759",[0]C45,,,,,
W,F,65-90,PAINTING & PAINT SPRAYING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]881, [8]759, [9]759",[0]C45,,,,,
W,M,65-90,PAINTING & PAINT SPRAYING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),65,<5,,2,364
,,,"[0]881, [8]759, [9]759",[0]C45,,,,,
B,F,65-90,"ROASTING & BAKING MACHINE OPERATORS, FOOD",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]783, [8]763, [9]763",[0]C45,,,,,
B,M,65-90,"ROASTING & BAKING MACHINE OPERATORS, FOOD",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]783, [8]763, [9]763",[0]C45,,,,,
W,F,65-90,"ROASTING & BAKING MACHINE OPERATORS, FOOD",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]783, [8]763, [9]763",[0]C45,,,,,
W,M,65-90,"ROASTING & BAKING MACHINE OPERATORS, FOOD",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]783, [8]763, [9]763",[0]C45,,,,,
B,F,65-90,"WASHING, CLEANING, & PICKLING MACHINE OPERATORS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]886, [8]764, [9]764",[0]C45,,,,,
B,M,65-90,"WASHING, CLEANING, & PICKLING MACHINE OPERATORS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]886, [8]764, [9]764",[0]C45,,,,,
W,F,65-90,"WASHING, CLEANING, & PICKLING MACHINE OPERATORS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]886, [8]764, [9]764",[0]C45,,,,,
W,M,65-90,"WASHING, CLEANING, & PICKLING MACHINE OPERATORS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]886, [8]764, [9]764",[0]C45,,,,,
B,F,65-90,FOLDING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]893, [8]765, [9]765",[0]C45,,,,,
B,M,65-90,FOLDING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]893, [8]765, [9]765",[0]C45,,,,,
W,F,65-90,FOLDING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]893, [8]765, [9]765",[0]C45,,,,,
W,M,65-90,FOLDING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]893, [8]765, [9]765",[0]C45,,,,,
B,F,65-90,"FURNACE, KILN, & OVEN OPERATORS, EXC FOOD",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]783, 804, 873, [8]766, [9]766",[0]C45,,,,,
B,M,65-90,"FURNACE, KILN, & OVEN OPERATORS, EXC FOOD",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]783, 804, 873, [8]766, [9]766",[0]C45,,,,,
W,F,65-90,"FURNACE, KILN, & OVEN OPERATORS, EXC FOOD",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]783, 804, 873, [8]766, [9]766",[0]C45,,,,,
W,M,65-90,"FURNACE, KILN, & OVEN OPERATORS, EXC FOOD",MN MESOTHELIOMA (no codes before 1999),260,<5,,71,666
,,,"[0]783, 804, 873, [8]766, [9]766",[0]C45,,,,,
B,F,65-90,CRUSHING & GRINDING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]865, [8]768, [9]768",[0]C45,,,,,
B,M,65-90,CRUSHING & GRINDING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]865, [8]768, [9]768",[0]C45,,,,,
W,F,65-90,CRUSHING & GRINDING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]865, [8]768, [9]768",[0]C45,,,,,
W,M,65-90,CRUSHING & GRINDING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]865, [8]768, [9]768",[0]C45,,,,,
B,F,65-90,SLICING & CUTTING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]855, 871, [8]769, [9]769",[0]C45,,,,,
B,M,65-90,SLICING & CUTTING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]855, 871, [8]769, [9]769",[0]C45,,,,,
W,F,65-90,SLICING & CUTTING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),1129,<5,,28,6290
,,,"[0]855, 871, [8]769, [9]769",[0]C45,,,,,
W,M,65-90,SLICING & CUTTING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),109,<5,,3,610
,,,"[0]855, 871, [8]769, [9]769",[0]C45,,,,,
B,F,65-90,MOTION PICTURE PROJECTIONISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]441, [8]773, [9]773",[0]C45,,,,,
B,M,65-90,MOTION PICTURE PROJECTIONISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]441, [8]773, [9]773",[0]C45,,,,,
W,F,65-90,MOTION PICTURE PROJECTIONISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]441, [8]773, [9]773",[0]C45,,,,,
W,M,65-90,MOTION PICTURE PROJECTIONISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]441, [8]773, [9]773",[0]C45,,,,,
B,F,65-90,PHOTOGRAPHIC PROCESS MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]883, [8]774, [9]774",[0]C45,,,,,
B,M,65-90,PHOTOGRAPHIC PROCESS MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]883, [8]774, [9]774",[0]C45,,,,,
W,F,65-90,PHOTOGRAPHIC PROCESS MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]883, [8]774, [9]774",[0]C45,,,,,
W,M,65-90,PHOTOGRAPHIC PROCESS MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]883, [8]774, [9]774",[0]C45,,,,,
B,F,65-90,"MISCELLANEOUS MACHINE OPERATORS, NEC",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]785, 792, 872, 881, 884, 890, 891, 893-894, 896, [8]777, [9]777",[0]C45,,,,,
B,M,65-90,"MISCELLANEOUS MACHINE OPERATORS, NEC",MN MESOTHELIOMA (no codes before 1999),576,<5,,70,2080
,,,"[0]785, 792, 872, 881, 884, 890, 891, 893-894, 896, [8]777, [9]777",[0]C45,,,,,
W,F,65-90,"MISCELLANEOUS MACHINE OPERATORS, NEC",MN MESOTHELIOMA (no codes before 1999),183,<5,,22,660
,,,"[0]785, 792, 872, 881, 884, 890, 891, 893-894, 896, [8]777, [9]777",[0]C45,,,,,
W,M,65-90,"MISCELLANEOUS MACHINE OPERATORS, NEC",MN MESOTHELIOMA (no codes before 1999),140,12,,72,245
,,,"[0]785, 792, 872, 881, 884, 890, 891, 893-894, 896, [8]777, [9]777",[0]C45,,,,,
B,F,65-90,"MACHINE OPERATORS, NOT SPECIFIED",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]896, [8]779, [9]779",[0]C45,,,,,
B,M,65-90,"MACHINE OPERATORS, NOT SPECIFIED",MN MESOTHELIOMA (no codes before 1999),180,<5,,4,1002
,,,"[0]896, [8]779, [9]779",[0]C45,,,,,
W,F,65-90,"MACHINE OPERATORS, NOT SPECIFIED",MN MESOTHELIOMA (no codes before 1999),208,<5,,57,533
,,,"[0]896, [8]779, [9]779",[0]C45,,,,,
W,M,65-90,"MACHINE OPERATORS, NOT SPECIFIED",MN MESOTHELIOMA (no codes before 1999),94,14,,51,158
,,,"[0]896, [8]779, [9]779",[0]C45,,,,,
B,F,65-90,"FABRICATORS, ASSEMBLERS, AND HAND WORKING OCCUPATIONS",MN MESOTHELIOMA (no codes before 1999),925,<5,,23,5153
,,,"[0]762, 775, 781, 785, 814, 871, 881, 891-892, [8]783-795, [9]783-795",[0]C45,,,,,
B,M,65-90,"FABRICATORS, ASSEMBLERS, AND HAND WORKING OCCUPATIONS",MN MESOTHELIOMA (no codes before 1999),147,<5,,4,817
,,,"[0]762, 775, 781, 785, 814, 871, 881, 891-892, [8]783-795, [9]783-795",[0]C45,,,,,
W,F,65-90,"FABRICATORS, ASSEMBLERS, AND HAND WORKING OCCUPATIONS",MN MESOTHELIOMA (no codes before 1999),33,<5,,1,181
,,,"[0]762, 775, 781, 785, 814, 871, 881, 891-892, [8]783-795, [9]783-795",[0]C45,,,,,
W,M,65-90,"FABRICATORS, ASSEMBLERS, AND HAND WORKING OCCUPATIONS",MN MESOTHELIOMA (no codes before 1999),156,34,p<0.05,108,218
,,,"[0]762, 775, 781, 785, 814, 871, 881, 891-892, [8]783-795, [9]783-795",[0]C45,,,,,
B,F,65-90,WELDERS & CUTTERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]814, [8]783, [9]783",[0]C45,,,,,
B,M,65-90,WELDERS & CUTTERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]814, [8]783, [9]783",[0]C45,,,,,
W,F,65-90,WELDERS & CUTTERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]814, [8]783, [9]783",[0]C45,,,,,
W,M,65-90,WELDERS & CUTTERS,MN MESOTHELIOMA (no codes before 1999),259,25,p<0.01,167,382
,,,"[0]814, [8]783, [9]783",[0]C45,,,,,
B,F,65-90,SOLDERERS & BRAZERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]814, [8]784, [9]784",[0]C45,,,,,
B,M,65-90,SOLDERERS & BRAZERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]814, [8]784, [9]784",[0]C45,,,,,
W,F,65-90,SOLDERERS & BRAZERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]814, [8]784, [9]784",[0]C45,,,,,
W,M,65-90,SOLDERERS & BRAZERS,MN MESOTHELIOMA (no codes before 1999),198,5,,64,462
,,,"[0]814, [8]784, [9]784",[0]C45,,,,,
B,F,65-90,ASSEMBLERS,MN MESOTHELIOMA (no codes before 1999),1063,<5,,27,5925
,,,"[0]762, 775, [8]785, [9]785",[0]C45,,,,,
B,M,65-90,ASSEMBLERS,MN MESOTHELIOMA (no codes before 1999),294,<5,,7,1637
,,,"[0]762, 775, [8]785, [9]785",[0]C45,,,,,
W,F,65-90,ASSEMBLERS,MN MESOTHELIOMA (no codes before 1999),37,<5,,1,204
,,,"[0]762, 775, [8]785, [9]785",[0]C45,,,,,
W,M,65-90,ASSEMBLERS,MN MESOTHELIOMA (no codes before 1999),70,7,,28,145
,,,"[0]762, 775, [8]785, [9]785",[0]C45,,,,,
B,F,65-90,HAND CUTTING & TRIMMING OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]781, 871, [8]786, [9]786",[0]C45,,,,,
B,M,65-90,HAND CUTTING & TRIMMING OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]781, 871, [8]786, [9]786",[0]C45,,,,,
W,F,65-90,HAND CUTTING & TRIMMING OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]781, 871, [8]786, [9]786",[0]C45,,,,,
W,M,65-90,HAND CUTTING & TRIMMING OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]781, 871, [8]786, [9]786",[0]C45,,,,,
B,F,65-90,"HAND MOLDING, CASTING, & FORMING OCCUPATIONS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]892, [8]787, [9]787",[0]C45,,,,,
B,M,65-90,"HAND MOLDING, CASTING, & FORMING OCCUPATIONS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]892, [8]787, [9]787",[0]C45,,,,,
W,F,65-90,"HAND MOLDING, CASTING, & FORMING OCCUPATIONS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]892, [8]787, [9]787",[0]C45,,,,,
W,M,65-90,"HAND MOLDING, CASTING, & FORMING OCCUPATIONS",MN MESOTHELIOMA (no codes before 1999),369,<5,,9,2055
,,,"[0]892, [8]787, [9]787",[0]C45,,,,,
B,F,65-90,"HAND PAINTING, COATING, & DECORATING OCCUPATIONS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]881, 891, [8]789, [9]789",[0]C45,,,,,
B,M,65-90,"HAND PAINTING, COATING, & DECORATING OCCUPATIONS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]881, 891, [8]789, [9]789",[0]C45,,,,,
W,F,65-90,"HAND PAINTING, COATING, & DECORATING OCCUPATIONS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]881, 891, [8]789, [9]789",[0]C45,,,,,
W,M,65-90,"HAND PAINTING, COATING, & DECORATING OCCUPATIONS",MN MESOTHELIOMA (no codes before 1999),135,<5,,3,750
,,,"[0]881, 891, [8]789, [9]789",[0]C45,,,,,
B,F,65-90,HAND ENGRAVING & PRINTING OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]891, [8]793, [9]793",[0]C45,,,,,
B,M,65-90,HAND ENGRAVING & PRINTING OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]891, [8]793, [9]793",[0]C45,,,,,
W,F,65-90,HAND ENGRAVING & PRINTING OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]891, [8]793, [9]793",[0]C45,,,,,
W,M,65-90,HAND ENGRAVING & PRINTING OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]891, [8]793, [9]793",[0]C45,,,,,
B,F,65-90,MISCELLANEOUS HAND WORKING OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]785, [8]794, 795, [9]795",[0]C45,,,,,
B,M,65-90,MISCELLANEOUS HAND WORKING OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]785, [8]794, 795, [9]795",[0]C45,,,,,
W,F,65-90,MISCELLANEOUS HAND WORKING OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]785, [8]794, 795, [9]795",[0]C45,,,,,
W,M,65-90,MISCELLANEOUS HAND WORKING OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]785, [8]794, 795, [9]795",[0]C45,,,,,
B,F,65-90,"PRODUCTION INSPECTORS, TESTERS, SAMPLERS, & WEIGHERS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]874, 950, [8]796-799, [9]796-799",[0]C45,,,,,
B,M,65-90,"PRODUCTION INSPECTORS, TESTERS, SAMPLERS, & WEIGHERS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]874, 950, [8]796-799, [9]796-799",[0]C45,,,,,
W,F,65-90,"PRODUCTION INSPECTORS, TESTERS, SAMPLERS, & WEIGHERS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]874, 950, [8]796-799, [9]796-799",[0]C45,,,,,
W,M,65-90,"PRODUCTION INSPECTORS, TESTERS, SAMPLERS, & WEIGHERS",MN MESOTHELIOMA (no codes before 1999),122,8,,53,240
,,,"[0]874, 950, [8]796-799, [9]796-799",[0]C45,,,,,
B,F,65-90,"PRODUCTION INSPECTORS, CHECKERS & EXAMINERS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]874, [8]796, [9]796",[0]C45,,,,,
B,M,65-90,"PRODUCTION INSPECTORS, CHECKERS & EXAMINERS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]874, [8]796, [9]796",[0]C45,,,,,
W,F,65-90,"PRODUCTION INSPECTORS, CHECKERS & EXAMINERS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]874, [8]796, [9]796",[0]C45,,,,,
W,M,65-90,"PRODUCTION INSPECTORS, CHECKERS & EXAMINERS",MN MESOTHELIOMA (no codes before 1999),119,7,,48,244
,,,"[0]874, [8]796, [9]796",[0]C45,,,,,
B,F,65-90,PRODUCTION TESTERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]874, [8]797, [9]797",[0]C45,,,,,
B,M,65-90,PRODUCTION TESTERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]874, [8]797, [9]797",[0]C45,,,,,
W,F,65-90,PRODUCTION TESTERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]874, [8]797, [9]797",[0]C45,,,,,
W,M,65-90,PRODUCTION TESTERS,MN MESOTHELIOMA (no codes before 1999),188,<5,,39,551
,,,"[0]874, [8]797, [9]797",[0]C45,,,,,
B,F,65-90,PRODUCTION SAMPLERS & WEIGHERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]874, [8]798, [9]798",[0]C45,,,,,
B,M,65-90,PRODUCTION SAMPLERS & WEIGHERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]874, [8]798, [9]798",[0]C45,,,,,
W,F,65-90,PRODUCTION SAMPLERS & WEIGHERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]874, [8]798, [9]798",[0]C45,,,,,
W,M,65-90,PRODUCTION SAMPLERS & WEIGHERS,MN MESOTHELIOMA (no codes before 1999),216,<5,,45,631
,,,"[0]874, [8]798, [9]798",[0]C45,,,,,
B,F,65-90,"GRADERS & SORTERS, EXC AGRICULTURAL",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]874, [8]799, [9]799",[0]C45,,,,,
B,M,65-90,"GRADERS & SORTERS, EXC AGRICULTURAL",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]874, [8]799, [9]799",[0]C45,,,,,
W,F,65-90,"GRADERS & SORTERS, EXC AGRICULTURAL",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]874, [8]799, [9]799",[0]C45,,,,,
W,M,65-90,"GRADERS & SORTERS, EXC AGRICULTURAL",MN MESOTHELIOMA (no codes before 1999),234,<5,,64,598
,,,"[0]874, [8]799, [9]799",[0]C45,,,,,
B,F,65-90,TRANSPORTATION & MATERIAL MOVING OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]900-975, [8]803-859, [9]803-859",[0]C45,,,,,
B,M,65-90,TRANSPORTATION & MATERIAL MOVING OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),57,<5,,7,206
,,,"[0]900-975, [8]803-859, [9]803-859",[0]C45,,,,,
W,F,65-90,TRANSPORTATION & MATERIAL MOVING OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),111,<5,,13,401
,,,"[0]900-975, [8]803-859, [9]803-859",[0]C45,,,,,
W,M,65-90,TRANSPORTATION & MATERIAL MOVING OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),76,66,p<0.05,59,97
,,,"[0]900-975, [8]803-859, [9]803-859",[0]C45,,,,,
