Race,Sex,Age Group,Occupation,Cause of Death (ICD),PMR,Deaths,Significance level,Lower 95% CI,Upper 95% CI
,,,"[0]865, [8]768, [9]768","[0]J61, [9]501",,,,,
W,M,65-90,CRUSHING & GRINDING MACHINE OPERATORS,ASBESTOSIS,556,<5,,14,3098
,,,"[0]865, [8]768, [9]768","[0]J61, [9]501",,,,,
B,F,65-90,SLICING & CUTTING MACHINE OPERATORS,ASBESTOSIS,0,<5,,,
,,,"[0]855, 871, [8]769, [9]769","[0]J61, [9]501",,,,,
B,M,65-90,SLICING & CUTTING MACHINE OPERATORS,ASBESTOSIS,0,<5,,,
,,,"[0]855, 871, [8]769, [9]769","[0]J61, [9]501",,,,,
W,F,65-90,SLICING & CUTTING MACHINE OPERATORS,ASBESTOSIS,0,<5,,,
,,,"[0]855, 871, [8]769, [9]769","[0]J61, [9]501",,,,,
W,M,65-90,SLICING & CUTTING MACHINE OPERATORS,ASBESTOSIS,0,<5,,,
,,,"[0]855, 871, [8]769, [9]769","[0]J61, [9]501",,,,,
B,F,65-90,MOTION PICTURE PROJECTIONISTS,ASBESTOSIS,0,<5,,,
,,,"[0]441, [8]773, [9]773","[0]J61, [9]501",,,,,
B,M,65-90,MOTION PICTURE PROJECTIONISTS,ASBESTOSIS,0,<5,,,
,,,"[0]441, [8]773, [9]773","[0]J61, [9]501",,,,,
W,F,65-90,MOTION PICTURE PROJECTIONISTS,ASBESTOSIS,0,<5,,,
,,,"[0]441, [8]773, [9]773","[0]J61, [9]501",,,,,
W,M,65-90,MOTION PICTURE PROJECTIONISTS,ASBESTOSIS,0,<5,,,
,,,"[0]441, [8]773, [9]773","[0]J61, [9]501",,,,,
B,F,65-90,PHOTOGRAPHIC PROCESS MACHINE OPERATORS,ASBESTOSIS,0,<5,,,
,,,"[0]883, [8]774, [9]774","[0]J61, [9]501",,,,,
B,M,65-90,PHOTOGRAPHIC PROCESS MACHINE OPERATORS,ASBESTOSIS,0,<5,,,
,,,"[0]883, [8]774, [9]774","[0]J61, [9]501",,,,,
W,F,65-90,PHOTOGRAPHIC PROCESS MACHINE OPERATORS,ASBESTOSIS,0,<5,,,
,,,"[0]883, [8]774, [9]774","[0]J61, [9]501",,,,,
W,M,65-90,PHOTOGRAPHIC PROCESS MACHINE OPERATORS,ASBESTOSIS,1216,<5,,30,6778
,,,"[0]883, [8]774, [9]774","[0]J61, [9]501",,,,,
B,F,65-90,"MISCELLANEOUS MACHINE OPERATORS, NEC",ASBESTOSIS,0,<5,,,
,,,"[0]785, 792, 872, 881, 884, 890, 891, 893-894, 896, [8]777, [9]777","[0]J61, [9]501",,,,,
B,M,65-90,"MISCELLANEOUS MACHINE OPERATORS, NEC",ASBESTOSIS,1244,<5,p<0.05,151,4494
,,,"[0]785, 792, 872, 881, 884, 890, 891, 893-894, 896, [8]777, [9]777","[0]J61, [9]501",,,,,
W,F,65-90,"MISCELLANEOUS MACHINE OPERATORS, NEC",ASBESTOSIS,0,<5,,,
,,,"[0]785, 792, 872, 881, 884, 890, 891, 893-894, 896, [8]777, [9]777","[0]J61, [9]501",,,,,
W,M,65-90,"MISCELLANEOUS MACHINE OPERATORS, NEC",ASBESTOSIS,113,<5,,23,329
,,,"[0]785, 792, 872, 881, 884, 890, 891, 893-894, 896, [8]777, [9]777","[0]J61, [9]501",,,,,
B,F,65-90,"MACHINE OPERATORS, NOT SPECIFIED",ASBESTOSIS,0,<5,,,
,,,"[0]896, [8]779, [9]779","[0]J61, [9]501",,,,,
B,M,65-90,"MACHINE OPERATORS, NOT SPECIFIED",ASBESTOSIS,393,<5,,10,2189
,,,"[0]896, [8]779, [9]779","[0]J61, [9]501",,,,,
W,F,65-90,"MACHINE OPERATORS, NOT SPECIFIED",ASBESTOSIS,0,<5,,,
,,,"[0]896, [8]779, [9]779","[0]J61, [9]501",,,,,
W,M,65-90,"MACHINE OPERATORS, NOT SPECIFIED",ASBESTOSIS,110,5,,36,256
,,,"[0]896, [8]779, [9]779","[0]J61, [9]501",,,,,
B,F,65-90,"FABRICATORS, ASSEMBLERS, AND HAND WORKING OCCUPATIONS",ASBESTOSIS,0,<5,,,
,,,"[0]762, 775, 781, 785, 814, 871, 881, 891-892, [8]783-795, [9]783-795","[0]J61, [9]501",,,,,
B,M,65-90,"FABRICATORS, ASSEMBLERS, AND HAND WORKING OCCUPATIONS",ASBESTOSIS,0,<5,,,
,,,"[0]762, 775, 781, 785, 814, 871, 881, 891-892, [8]783-795, [9]783-795","[0]J61, [9]501",,,,,
W,F,65-90,"FABRICATORS, ASSEMBLERS, AND HAND WORKING OCCUPATIONS",ASBESTOSIS,0,<5,,,
,,,"[0]762, 775, 781, 785, 814, 871, 881, 891-892, [8]783-795, [9]783-795","[0]J61, [9]501",,,,,
W,M,65-90,"FABRICATORS, ASSEMBLERS, AND HAND WORKING OCCUPATIONS",ASBESTOSIS,75,5,,24,175
,,,"[0]762, 775, 781, 785, 814, 871, 881, 891-892, [8]783-795, [9]783-795","[0]J61, [9]501",,,,,
B,F,65-90,WELDERS & CUTTERS,ASBESTOSIS,0,<5,,,
,,,"[0]814, [8]783, [9]783","[0]J61, [9]501",,,,,
B,M,65-90,WELDERS & CUTTERS,ASBESTOSIS,0,<5,,,
,,,"[0]814, [8]783, [9]783","[0]J61, [9]501",,,,,
W,F,65-90,WELDERS & CUTTERS,ASBESTOSIS,0,<5,,,
,,,"[0]814, [8]783, [9]783","[0]J61, [9]501",,,,,
W,M,65-90,WELDERS & CUTTERS,ASBESTOSIS,136,<5,,37,350
,,,"[0]814, [8]783, [9]783","[0]J61, [9]501",,,,,
B,F,65-90,SOLDERERS & BRAZERS,ASBESTOSIS,0,<5,,,
,,,"[0]814, [8]784, [9]784","[0]J61, [9]501",,,,,
B,M,65-90,SOLDERERS & BRAZERS,ASBESTOSIS,0,<5,,,
,,,"[0]814, [8]784, [9]784","[0]J61, [9]501",,,,,
W,F,65-90,SOLDERERS & BRAZERS,ASBESTOSIS,0,<5,,,
,,,"[0]814, [8]784, [9]784","[0]J61, [9]501",,,,,
W,M,65-90,SOLDERERS & BRAZERS,ASBESTOSIS,131,<5,,3,730
,,,"[0]814, [8]784, [9]784","[0]J61, [9]501",,,,,
B,F,65-90,ASSEMBLERS,ASBESTOSIS,0,<5,,,
,,,"[0]762, 775, [8]785, [9]785","[0]J61, [9]501",,,,,
B,M,65-90,ASSEMBLERS,ASBESTOSIS,0,<5,,,
,,,"[0]762, 775, [8]785, [9]785","[0]J61, [9]501",,,,,
W,F,65-90,ASSEMBLERS,ASBESTOSIS,0,<5,,,
,,,"[0]762, 775, [8]785, [9]785","[0]J61, [9]501",,,,,
W,M,65-90,ASSEMBLERS,ASBESTOSIS,33,<5,,1,182
,,,"[0]762, 775, [8]785, [9]785","[0]J61, [9]501",,,,,
B,F,65-90,HAND CUTTING & TRIMMING OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]781, 871, [8]786, [9]786","[0]J61, [9]501",,,,,
B,M,65-90,HAND CUTTING & TRIMMING OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]781, 871, [8]786, [9]786","[0]J61, [9]501",,,,,
W,F,65-90,HAND CUTTING & TRIMMING OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]781, 871, [8]786, [9]786","[0]J61, [9]501",,,,,
W,M,65-90,HAND CUTTING & TRIMMING OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]781, 871, [8]786, [9]786","[0]J61, [9]501",,,,,
B,F,65-90,"HAND MOLDING, CASTING, & FORMING OCCUPATIONS",ASBESTOSIS,0,<5,,,
,,,"[0]892, [8]787, [9]787","[0]J61, [9]501",,,,,
B,M,65-90,"HAND MOLDING, CASTING, & FORMING OCCUPATIONS",ASBESTOSIS,0,<5,,,
,,,"[0]892, [8]787, [9]787","[0]J61, [9]501",,,,,
W,F,65-90,"HAND MOLDING, CASTING, & FORMING OCCUPATIONS",ASBESTOSIS,0,<5,,,
,,,"[0]892, [8]787, [9]787","[0]J61, [9]501",,,,,
W,M,65-90,"HAND MOLDING, CASTING, & FORMING OCCUPATIONS",ASBESTOSIS,0,<5,,,
,,,"[0]892, [8]787, [9]787","[0]J61, [9]501",,,,,
B,F,65-90,"HAND PAINTING, COATING, & DECORATING OCCUPATIONS",ASBESTOSIS,0,<5,,,
,,,"[0]881, 891, [8]789, [9]789","[0]J61, [9]501",,,,,
B,M,65-90,"HAND PAINTING, COATING, & DECORATING OCCUPATIONS",ASBESTOSIS,0,<5,,,
,,,"[0]881, 891, [8]789, [9]789","[0]J61, [9]501",,,,,
W,F,65-90,"HAND PAINTING, COATING, & DECORATING OCCUPATIONS",ASBESTOSIS,0,<5,,,
,,,"[0]881, 891, [8]789, [9]789","[0]J61, [9]501",,,,,
W,M,65-90,"HAND PAINTING, COATING, & DECORATING OCCUPATIONS",ASBESTOSIS,0,<5,,,
,,,"[0]881, 891, [8]789, [9]789","[0]J61, [9]501",,,,,
B,F,65-90,HAND ENGRAVING & PRINTING OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]891, [8]793, [9]793","[0]J61, [9]501",,,,,
B,M,65-90,HAND ENGRAVING & PRINTING OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]891, [8]793, [9]793","[0]J61, [9]501",,,,,
W,F,65-90,HAND ENGRAVING & PRINTING OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]891, [8]793, [9]793","[0]J61, [9]501",,,,,
W,M,65-90,HAND ENGRAVING & PRINTING OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]891, [8]793, [9]793","[0]J61, [9]501",,,,,
B,F,65-90,MISCELLANEOUS HAND WORKING OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]785, [8]794, 795, [9]795","[0]J61, [9]501",,,,,
B,M,65-90,MISCELLANEOUS HAND WORKING OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]785, [8]794, 795, [9]795","[0]J61, [9]501",,,,,
W,F,65-90,MISCELLANEOUS HAND WORKING OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]785, [8]794, 795, [9]795","[0]J61, [9]501",,,,,
W,M,65-90,MISCELLANEOUS HAND WORKING OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]785, [8]794, 795, [9]795","[0]J61, [9]501",,,,,
B,F,65-90,"PRODUCTION INSPECTORS, TESTERS, SAMPLERS, & WEIGHERS",ASBESTOSIS,0,<5,,,
,,,"[0]874, 950, [8]796-799, [9]796-799","[0]J61, [9]501",,,,,
B,M,65-90,"PRODUCTION INSPECTORS, TESTERS, SAMPLERS, & WEIGHERS",ASBESTOSIS,1789,<5,,45,9969
,,,"[0]874, 950, [8]796-799, [9]796-799","[0]J61, [9]501",,,,,
W,F,65-90,"PRODUCTION INSPECTORS, TESTERS, SAMPLERS, & WEIGHERS",ASBESTOSIS,0,<5,,,
,,,"[0]874, 950, [8]796-799, [9]796-799","[0]J61, [9]501",,,,,
W,M,65-90,"PRODUCTION INSPECTORS, TESTERS, SAMPLERS, & WEIGHERS",ASBESTOSIS,191,<5,,52,490
,,,"[0]874, 950, [8]796-799, [9]796-799","[0]J61, [9]501",,,,,
B,F,65-90,"PRODUCTION INSPECTORS, CHECKERS & EXAMINERS",ASBESTOSIS,0,<5,,,
,,,"[0]874, [8]796, [9]796","[0]J61, [9]501",,,,,
B,M,65-90,"PRODUCTION INSPECTORS, CHECKERS & EXAMINERS",ASBESTOSIS,2434,<5,,61,13562
,,,"[0]874, [8]796, [9]796","[0]J61, [9]501",,,,,
W,F,65-90,"PRODUCTION INSPECTORS, CHECKERS & EXAMINERS",ASBESTOSIS,0,<5,,,
,,,"[0]874, [8]796, [9]796","[0]J61, [9]501",,,,,
W,M,65-90,"PRODUCTION INSPECTORS, CHECKERS & EXAMINERS",ASBESTOSIS,159,<5,,33,464
,,,"[0]874, [8]796, [9]796","[0]J61, [9]501",,,,,
B,F,65-90,PRODUCTION TESTERS,ASBESTOSIS,0,<5,,,
,,,"[0]874, [8]797, [9]797","[0]J61, [9]501",,,,,
B,M,65-90,PRODUCTION TESTERS,ASBESTOSIS,0,<5,,,
,,,"[0]874, [8]797, [9]797","[0]J61, [9]501",,,,,
W,F,65-90,PRODUCTION TESTERS,ASBESTOSIS,0,<5,,,
,,,"[0]874, [8]797, [9]797","[0]J61, [9]501",,,,,
W,M,65-90,PRODUCTION TESTERS,ASBESTOSIS,385,<5,,47,1389
,,,"[0]874, [8]797, [9]797","[0]J61, [9]501",,,,,
B,F,65-90,PRODUCTION SAMPLERS & WEIGHERS,ASBESTOSIS,0,<5,,,
,,,"[0]874, [8]798, [9]798","[0]J61, [9]501",,,,,
B,M,65-90,PRODUCTION SAMPLERS & WEIGHERS,ASBESTOSIS,0,<5,,,
,,,"[0]874, [8]798, [9]798","[0]J61, [9]501",,,,,
W,F,65-90,PRODUCTION SAMPLERS & WEIGHERS,ASBESTOSIS,0,<5,,,
,,,"[0]874, [8]798, [9]798","[0]J61, [9]501",,,,,
W,M,65-90,PRODUCTION SAMPLERS & WEIGHERS,ASBESTOSIS,221,<5,,6,1230
,,,"[0]874, [8]798, [9]798","[0]J61, [9]501",,,,,
B,F,65-90,"GRADERS & SORTERS, EXC AGRICULTURAL",ASBESTOSIS,0,<5,,,
,,,"[0]874, [8]799, [9]799","[0]J61, [9]501",,,,,
B,M,65-90,"GRADERS & SORTERS, EXC AGRICULTURAL",ASBESTOSIS,0,<5,,,
,,,"[0]874, [8]799, [9]799","[0]J61, [9]501",,,,,
W,F,65-90,"GRADERS & SORTERS, EXC AGRICULTURAL",ASBESTOSIS,0,<5,,,
,,,"[0]874, [8]799, [9]799","[0]J61, [9]501",,,,,
W,M,65-90,"GRADERS & SORTERS, EXC AGRICULTURAL",ASBESTOSIS,181,<5,,5,1007
,,,"[0]874, [8]799, [9]799","[0]J61, [9]501",,,,,
B,F,65-90,TRANSPORTATION & MATERIAL MOVING OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]900-975, [8]803-859, [9]803-859","[0]J61, [9]501",,,,,
B,M,65-90,TRANSPORTATION & MATERIAL MOVING OCCUPATIONS,ASBESTOSIS,126,<5,,15,455
,,,"[0]900-975, [8]803-859, [9]803-859","[0]J61, [9]501",,,,,
W,F,65-90,TRANSPORTATION & MATERIAL MOVING OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]900-975, [8]803-859, [9]803-859","[0]J61, [9]501",,,,,
W,M,65-90,TRANSPORTATION & MATERIAL MOVING OCCUPATIONS,ASBESTOSIS,78,20,,48,120
,,,"[0]900-975, [8]803-859, [9]803-859","[0]J61, [9]501",,,,,
B,F,65-90,TRANSPORTATION OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]900-942, [8]497, 803-834, [9]497, 803-834","[0]J61, [9]501",,,,,
B,M,65-90,TRANSPORTATION OCCUPATIONS,ASBESTOSIS,97,<5,,2,540
,,,"[0]900-942, [8]497, 803-834, [9]497, 803-834","[0]J61, [9]501",,,,,
W,F,65-90,TRANSPORTATION OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]900-942, [8]497, 803-834, [9]497, 803-834","[0]J61, [9]501",,,,,
W,M,65-90,TRANSPORTATION OCCUPATIONS,ASBESTOSIS,68,13,,36,117
,,,"[0]900-942, [8]497, 803-834, [9]497, 803-834","[0]J61, [9]501",,,,,
B,F,65-90,MOTOR VEHICLE OPERATORS,ASBESTOSIS,0,<5,,,
,,,"[0]900, 911-915, 935, [8]803-814, [9]803-814","[0]J61, [9]501",,,,,
B,M,65-90,MOTOR VEHICLE OPERATORS,ASBESTOSIS,102,<5,,3,570
,,,"[0]900, 911-915, 935, [8]803-814, [9]803-814","[0]J61, [9]501",,,,,
W,F,65-90,MOTOR VEHICLE OPERATORS,ASBESTOSIS,0,<5,,,
,,,"[0]900, 911-915, 935, [8]803-814, [9]803-814","[0]J61, [9]501",,,,,
W,M,65-90,MOTOR VEHICLE OPERATORS,ASBESTOSIS,51,8,p<0.05,22,100
,,,"[0]900, 911-915, 935, [8]803-814, [9]803-814","[0]J61, [9]501",,,,,
B,F,65-90,"SUPERVISORS, MOTOR VEHICLE OPERATORS",ASBESTOSIS,0,<5,,,
,,,"[0]900, [8]803, [9]803","[0]J61, [9]501",,,,,
B,M,65-90,"SUPERVISORS, MOTOR VEHICLE OPERATORS",ASBESTOSIS,0,<5,,,
,,,"[0]900, [8]803, [9]803","[0]J61, [9]501",,,,,
W,F,65-90,"SUPERVISORS, MOTOR VEHICLE OPERATORS",ASBESTOSIS,0,<5,,,
,,,"[0]900, [8]803, [9]803","[0]J61, [9]501",,,,,
W,M,65-90,"SUPERVISORS, MOTOR VEHICLE OPERATORS",ASBESTOSIS,266,<5,,7,1484
,,,"[0]900, [8]803, [9]803","[0]J61, [9]501",,,,,
B,F,65-90,"TRUCK DRIVERS, DRIVER-SALES",ASBESTOSIS,0,<5,,,
,,,"[0]913, [8]804, 805, 806, [9]804, 806","[0]J61, [9]501",,,,,
B,M,65-90,"TRUCK DRIVERS, DRIVER-SALES",ASBESTOSIS,0,<5,,,
,,,"[0]913, [8]804, 805, 806, [9]804, 806","[0]J61, [9]501",,,,,
W,F,65-90,"TRUCK DRIVERS, DRIVER-SALES",ASBESTOSIS,0,<5,,,
,,,"[0]913, [8]804, 805, 806, [9]804, 806","[0]J61, [9]501",,,,,
W,M,65-90,"TRUCK DRIVERS, DRIVER-SALES",ASBESTOSIS,44,6,p<0.05,16,96
,,,"[0]913, [8]804, 805, 806, [9]804, 806","[0]J61, [9]501",,,,,
B,F,65-90,AMBULANCE DRIVERS,ASBESTOSIS,0,<5,,,
,,,[0]911,"[0]J61, [9]501",,,,,
B,M,65-90,AMBULANCE DRIVERS,ASBESTOSIS,0,<5,,,
,,,[0]911,"[0]J61, [9]501",,,,,
W,F,65-90,AMBULANCE DRIVERS,ASBESTOSIS,0,<5,,,
,,,[0]911,"[0]J61, [9]501",,,,,
W,M,65-90,AMBULANCE DRIVERS,ASBESTOSIS,0,<5,,,
,,,[0]911,"[0]J61, [9]501",,,,,
B,F,65-90,DRIVER-SALES WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]913, [8]806, [9]806","[0]J61, [9]501",,,,,
B,M,65-90,DRIVER-SALES WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]913, [8]806, [9]806","[0]J61, [9]501",,,,,
W,F,65-90,DRIVER-SALES WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]913, [8]806, [9]806","[0]J61, [9]501",,,,,
W,M,65-90,DRIVER-SALES WORKERS,ASBESTOSIS,29,<5,,1,160
,,,"[0]913, [8]806, [9]806","[0]J61, [9]501",,,,,
B,F,65-90,BUS DRIVERS,ASBESTOSIS,0,<5,,,
,,,"[0]912, [8]808, [9]808","[0]J61, [9]501",,,,,
B,M,65-90,BUS DRIVERS,ASBESTOSIS,0,<5,,,
,,,"[0]912, [8]808, [9]808","[0]J61, [9]501",,,,,
W,F,65-90,BUS DRIVERS,ASBESTOSIS,0,<5,,,
,,,"[0]912, [8]808, [9]808","[0]J61, [9]501",,,,,
W,M,65-90,BUS DRIVERS,ASBESTOSIS,83,<5,,2,462
,,,"[0]912, [8]808, [9]808","[0]J61, [9]501",,,,,
B,F,65-90,TAXI CAB DRIVERS & CHAUFFEURS,ASBESTOSIS,0,<5,,,
,,,"[0]914, [8]809, [9]809","[0]J61, [9]501",,,,,
B,M,65-90,TAXI CAB DRIVERS & CHAUFFEURS,ASBESTOSIS,1185,<5,,30,6604
,,,"[0]914, [8]809, [9]809","[0]J61, [9]501",,,,,
W,F,65-90,TAXI CAB DRIVERS & CHAUFFEURS,ASBESTOSIS,0,<5,,,
,,,"[0]914, [8]809, [9]809","[0]J61, [9]501",,,,,
W,M,65-90,TAXI CAB DRIVERS & CHAUFFEURS,ASBESTOSIS,0,<5,,,
,,,"[0]914, [8]809, [9]809","[0]J61, [9]501",,,,,
B,F,65-90,PARKING LOT ATTENDANTS,ASBESTOSIS,0,<5,,,
,,,"[0]935, [8]813, [9]813","[0]J61, [9]501",,,,,
B,M,65-90,PARKING LOT ATTENDANTS,ASBESTOSIS,0,<5,,,
,,,"[0]935, [8]813, [9]813","[0]J61, [9]501",,,,,
W,F,65-90,PARKING LOT ATTENDANTS,ASBESTOSIS,0,<5,,,
,,,"[0]935, [8]813, [9]813","[0]J61, [9]501",,,,,
W,M,65-90,PARKING LOT ATTENDANTS,ASBESTOSIS,0,<5,,,
,,,"[0]935, [8]813, [9]813","[0]J61, [9]501",,,,,
B,F,65-90,"MOTOR TRANSPORTATION OCCUPATIONS, NEC",ASBESTOSIS,0,<5,,,
,,,"[0]915, [8]814, [9]814","[0]J61, [9]501",,,,,
B,M,65-90,"MOTOR TRANSPORTATION OCCUPATIONS, NEC",ASBESTOSIS,0,<5,,,
,,,"[0]915, [8]814, [9]814","[0]J61, [9]501",,,,,
W,F,65-90,"MOTOR TRANSPORTATION OCCUPATIONS, NEC",ASBESTOSIS,0,<5,,,
,,,"[0]915, [8]814, [9]814","[0]J61, [9]501",,,,,
W,M,65-90,"MOTOR TRANSPORTATION OCCUPATIONS, NEC",ASBESTOSIS,0,<5,,,
,,,"[0]915, [8]814, [9]814","[0]J61, [9]501",,,,,
B,F,65-90,OTHER TRANSPORTATION OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]632-674, 760, 900, 920, 923-924, 926, 930-931, 934, 951-952, 956, 960, 965, 973-975, 960-965, [8]823-859, [9]823-859","[0]J61, [9]501",,,,,
B,M,65-90,OTHER TRANSPORTATION OCCUPATIONS,ASBESTOSIS,286,<5,,35,1033
,,,"[0]632-674, 760, 900, 920, 923-924, 926, 930-931, 934, 951-952, 956, 960, 965, 973-975, 960-965, [8]823-859, [9]823-859","[0]J61, [9]501",,,,,
W,F,65-90,OTHER TRANSPORTATION OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]632-674, 760, 900, 920, 923-924, 926, 930-931, 934, 951-952, 956, 960, 965, 973-975, 960-965, [8]823-859, [9]823-859","[0]J61, [9]501",,,,,
W,M,65-90,OTHER TRANSPORTATION OCCUPATIONS,ASBESTOSIS,172,23,p<0.05,109,258
,,,"[0]632-674, 760, 900, 920, 923-924, 926, 930-931, 934, 951-952, 956, 960, 965, 973-975, 960-965, [8]823-859, [9]823-859","[0]J61, [9]501",,,,,
B,F,65-90,"TRANSPORTATION OCCUPATIONS, EXC MOTOR VEHICLES",ASBESTOSIS,0,<5,,,
,,,"[0]760, 900, 920, 923-924, 926, 930-931, 934, [8]823-834, [9]823-834","[0]J61, [9]501",,,,,
B,M,65-90,"TRANSPORTATION OCCUPATIONS, EXC MOTOR VEHICLES",ASBESTOSIS,0,<5,,,
,,,"[0]760, 900, 920, 923-924, 926, 930-931, 934, [8]823-834, [9]823-834","[0]J61, [9]501",,,,,
W,F,65-90,"TRANSPORTATION OCCUPATIONS, EXC MOTOR VEHICLES",ASBESTOSIS,0,<5,,,
,,,"[0]760, 900, 920, 923-924, 926, 930-931, 934, [8]823-834, [9]823-834","[0]J61, [9]501",,,,,
W,M,65-90,"TRANSPORTATION OCCUPATIONS, EXC MOTOR VEHICLES",ASBESTOSIS,168,5,,55,392
,,,"[0]760, 900, 920, 923-924, 926, 930-931, 934, [8]823-834, [9]823-834","[0]J61, [9]501",,,,,
B,F,65-90,RAIL TRANSPORTATION OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]674, 760, 920, 923-924, 926, [8]823-826, [9]823-826","[0]J61, [9]501",,,,,
B,M,65-90,RAIL TRANSPORTATION OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]674, 760, 920, 923-924, 926, [8]823-826, [9]823-826","[0]J61, [9]501",,,,,
W,F,65-90,RAIL TRANSPORTATION OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]674, 760, 920, 923-924, 926, [8]823-826, [9]823-826","[0]J61, [9]501",,,,,
W,M,65-90,RAIL TRANSPORTATION OCCUPATIONS,ASBESTOSIS,92,<5,,11,331
,,,"[0]674, 760, 920, 923-924, 926, [8]823-826, [9]823-826","[0]J61, [9]501",,,,,
B,F,65-90,RAILROAD CONDUCTORS & YARDMASTERS,ASBESTOSIS,0,<5,,,
,,,"[0]900, 924, [8]823, [9]823","[0]J61, [9]501",,,,,
B,M,65-90,RAILROAD CONDUCTORS & YARDMASTERS,ASBESTOSIS,0,<5,,,
,,,"[0]900, 924, [8]823, [9]823","[0]J61, [9]501",,,,,
W,F,65-90,RAILROAD CONDUCTORS & YARDMASTERS,ASBESTOSIS,0,<5,,,
,,,"[0]900, 924, [8]823, [9]823","[0]J61, [9]501",,,,,
W,M,65-90,RAILROAD CONDUCTORS & YARDMASTERS,ASBESTOSIS,104,<5,,3,577
,,,"[0]900, 924, [8]823, [9]823","[0]J61, [9]501",,,,,
B,F,65-90,LOCOMOTIVE OPERATING OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]920, 926, [8]824, [9]824","[0]J61, [9]501",,,,,
B,M,65-90,LOCOMOTIVE OPERATING OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]920, 926, [8]824, [9]824","[0]J61, [9]501",,,,,
W,F,65-90,LOCOMOTIVE OPERATING OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]920, 926, [8]824, [9]824","[0]J61, [9]501",,,,,
W,M,65-90,LOCOMOTIVE OPERATING OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]920, 926, [8]824, [9]824","[0]J61, [9]501",,,,,
B,F,65-90,"RAILROAD BRAKE, SIGNAL, & SWITCH OPERATORS",ASBESTOSIS,0,<5,,,
,,,"[0]760, 923, [8]825, [9]825","[0]J61, [9]501",,,,,
B,M,65-90,"RAILROAD BRAKE, SIGNAL, & SWITCH OPERATORS",ASBESTOSIS,0,<5,,,
,,,"[0]760, 923, [8]825, [9]825","[0]J61, [9]501",,,,,
W,F,65-90,"RAILROAD BRAKE, SIGNAL, & SWITCH OPERATORS",ASBESTOSIS,0,<5,,,
,,,"[0]760, 923, [8]825, [9]825","[0]J61, [9]501",,,,,
W,M,65-90,"RAILROAD BRAKE, SIGNAL, & SWITCH OPERATORS",ASBESTOSIS,184,<5,,5,1023
,,,"[0]760, 923, [8]825, [9]825","[0]J61, [9]501",,,,,
B,F,65-90,"RAIL VEHICLE OPERATORS, NEC",ASBESTOSIS,0,<5,,,
,,,"[0]674, [8]826, [9]826","[0]J61, [9]501",,,,,
B,M,65-90,"RAIL VEHICLE OPERATORS, NEC",ASBESTOSIS,0,<5,,,
,,,"[0]674, [8]826, [9]826","[0]J61, [9]501",,,,,
W,F,65-90,"RAIL VEHICLE OPERATORS, NEC",ASBESTOSIS,0,<5,,,
,,,"[0]674, [8]826, [9]826","[0]J61, [9]501",,,,,
W,M,65-90,"RAIL VEHICLE OPERATORS, NEC",ASBESTOSIS,0,<5,,,
,,,"[0]674, [8]826, [9]826","[0]J61, [9]501",,,,,
B,F,65-90,WATER TRANSPORTATION OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]930-931, 934, [8]828-834, [9]828-834","[0]J61, [9]501",,,,,
B,M,65-90,WATER TRANSPORTATION OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]930-931, 934, [8]828-834, [9]828-834","[0]J61, [9]501",,,,,
W,F,65-90,WATER TRANSPORTATION OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]930-931, 934, [8]828-834, [9]828-834","[0]J61, [9]501",,,,,
W,M,65-90,WATER TRANSPORTATION OCCUPATIONS,ASBESTOSIS,455,<5,,94,1329
